0xa2e06a74eaccb799ad81d444e35ab5d1cda3a7f1 : -1.157920892373162e+59
0x24e62761adad4e64be580efa6180282004bae866 : -5.065903904132584e+58
0xe5424cb21cc8cab3d825841574ef747c7d632b0c : -12730294.54979992
0x3ac6cb00f5a44712022a51fbace4c7497f56ee31 : 0.0
0x694d7286652f9703de02861ad016de2dd4373b15 : 0.0
0x0000000000000000000000000000000000000259 : 1.0e-18
0x08fb4ee5f0348d286459a8118994e91613b6f4b5 : 1.0e-18
0x0000000000000000000000000000000000000956 : 2.1000000000000002e-15
0x0000000000000000000000000000000000000256 : 1.0e-13
0xbd312119a6658c81c3060347a4b1cddee9aff137 : 8.022000000000001e-13
0x3b4787cf6a266aaa1e953fcecc6a5185bb18c21a : 1.0e-05
0x65ea42e3cd05d3d72237740258d1c702dc468c55 : 0.0001
0x07e83f665f51b0afbfa708a48a361aa9845fd91c : 0.0005
0x2fb92d54c0633a81716780a3b9b496a7122d8ad0 : 0.03
0x987cc6c94fa917152266601d2806419329e81880 : 0.123
0xc7947f0f276cba8213c311f6e3a8ed91af2ee932 : 0.2
0xe14415e2521e6489067ecb1bcd1f14744b6491f2 : 0.2
0x2a91bcba5a216e0c2676614eec818c30d2e6ef62 : 0.444
0x3ac1e1b7adf2c2f60187eda4899501427c54f257 : 1.0
0x3cf14d7881600de22d02940de63994eda7938835 : 1.0
0xf1bfc7e3341874a5dbb60126fdafbbc301c5175e : 1.0
0xe1dbecd6ac40d4af6031dae894e504268bee82a8 : 1.0
0xdfcd668c68c194c1982619610803ee63344519c2 : 1.0
0xf2ff1e4e4a77593b522825f7eb17097e0bd86633 : 1.0
0x6473014e0ccf53f4058e4061fd9a031e9668acab : 1.0
0x58c64aef7afb22feb4f0947e6cc38a85e0d4f4d5 : 1.2
0xd0677ac5f366813ea1016684bd8c0047bf0ea4e1 : 1.225
0x448cb80c6db512ee1113868b63910dd417fec7f2 : 1.25
0x5879b709a1a89edb1a7edfe944daec77ad4b0e26 : 2.0
0xe67ad428017a9198519d8ffc83d3d1ba30248fe8 : 2.0
0x18ec42fdfeccaa255c49f84645384f39040162a4 : 2.0
0xe32d533f534912b181446d4de72855ec4b824cfe : 2.0
0x128f8a7e281dcecb723e242949cfbf9c8a9d5d4f : 2.01
0x4f6626303a88da2c673cb433cf6fd2372cf66e62 : 2.22
0xc88952003745d899e7d8bfb54ffd1a5e06507753 : 2.9654
0x0c8d9220917a05903e6efa0dbaf6ba03d2aa8afb : 3.0
0x0d20c41e621f3ba5664bada01b10464c6fb604dd : 3.0
0xab9d6447dd1f366b902d2315c427e181f5d9ad9c : 3.0
0x30315d5802c72a01004d9bb0e1b79a641fdb570c : 4.0
0xa7dca8829462f061130e50a64c6f421d44a075ed : 5.0
0xc9f32d7a5ab48eb934b886f48068652ad109bfdc : 5.0
0x19e73fa53b68e555abb4709728d81f8e55b46ddf : 6.0
0x5ed81d8555f2680f9cf728c38b92907e731efb88 : 6.0
0xe1de686f14df761a7a3016ebe86ad1e788265f83 : 6.30106
