0x61a823e09ab954902c7049a6983f27db9a5ccca8 : 7.0
0x6ac2ea8270daf50a710e375d58f01d122530f93b : 7.0
0x5410693af04a35d5ebff707d042a72aef4619708 : 7.0
0x2494c5fac7f73f1b267b5d1ac4f4d73fdcaebf99 : 9.8
0x6f78a8a6a9a408fce51180f6c5b067723142fcde : 10.0
0x2b093319daad73f1e179cb82f9531be17ee9c8c2 : 10.0
0x7a7afadd36b86362ec7db2fb7feb9717cf150bd3 : 10.0
0x8a2a67487e8f9fbba82e08c8373ca729d9e3d8d4 : 10.0
0x449c420d3a9bde14344db9e9acce49a7682d28f7 : 10.0
0x55b09eef19a6dfecae4cdb06eb6e609917d47f6a : 10.0
0x25c541bcd678fd183f3b2ee13439c63db686a51e : 10.0
0x5010da4695c18653c6ad78d2c0b77c6f5ebc235d : 10.0
0xc4a8deecca7fbb06b31dde7e401fcc225a604cdf : 10.08
0x4c2d576c3482483097c5b2a59420389054cf90ff : 10.766279631452242
0x5566c997305aab35aaa3f415933c76c80fa75291 : 11.0
0xb82a8eab442190b5ed19a3b3e600535e137cedf7 : 11.0
0x95c78acb8d1b95a324bbe54a9130f65c0f31cec5 : 11.21
0x87f856286cd525b900bcb01f3acba86bac92d63e : 12.0
0x1209ec0490fb54f08a98df16386efa5eae0ff0df : 12.0
0xe5a51f632ce861be416ae9dff4eba7050cd29aaa : 12.0
0x9703f9212d4996b144d741bd215071649de01336 : 13.06
0x92e3d4cea0c3889db6a1ad584f3e3236c9213d75 : 13.1
0x9642474e930559621e8f94bda76ec8a28c04a43e : 13.502999999999986
0xd897383d9ca74c3ac400d4a5b84d3c44368dad63 : 16.0
0x941d776e2784825ecbd2dca2dcbea830c9223299 : 16.814
0x0a3ff6485bd188f40ed94fa36489d5745fcaffc7 : 17.0
0x2dd3042b0c22e0ae1ad49c28e596937de6be5cb6 : 20.0
0x63d1ef9eed128e0d7f2a4f1aac8eacc31faf4e17 : 20.0
0x9e668b97711a5793b773ee6d87db4680edfb0152 : 20.0
0x25b33d62bbaade2e8c487d23bfaff665de15fe32 : 21.0
0x07d1aeea8e043aad632aa99ce0507c1bb93bdec1 : 22.0
0x9dcb51e71b83a175d4ffe7890adbb455b65d5573 : 25.549999999999997
0x551eea6dbe20b27f7f30d031acc791841400136a : 29.31649
0x291ddf0ecd369f6ba1310bf6035055fef5300972 : 43.0
0x888fc17b733ff888d4643102051e2be9de2404fd : 50.0
0x074ae8a72278f645e4559b52ec3920b97561e1e0 : 70.0
0xce8e282035e84c808d29d74219359021b86f1615 : 80.0
0x94bc3ea70a010aaa5a8a2df7e095c948567f7655 : 90.77564000000001
0x1b86b3278eb2dde6213f5445da093f617bf20fa8 : 100.0
0x2fc8d0308f2e605accae66497886f78fd8ba5d12 : 100.0
0x243251193c9025d06cffdad523f02db6ce4c7f46 : 100.0
0x1f790aebee8a96c5e5c2e5f02e18fb412398cebd : 100.0
0xd45a046814fb50322872e092e6f3a7e220595228 : 123.0
0x7ad065f3e606da8f1298cba48fcdda1c9da8857a : 124.43299999999999
0x9b0e0c442fc7cc8987c269219871ff88738196f9 : 129.18
0x9842e303386a9ed9bf841ca0c15fbaeb502faf59 : 182.42862999999994
0x62ba9121442c44eac9c99f1619692ed81eb3be62 : 216.21659999999997
0xff92fbd6e292e3e00001c7cd0df0e690165ad2ed : 1056.0
0xdf33589d2f116b333f1dc1f76d54b440f622660a : 1135.0
0x0a6026b45ec32621eb49be03c70a6dcef6a38389 : 2000.0
0xbad3e0458aca721940bb733a68aa5eaa05f2a3cf : 2010.0
0x09961db63814f61b6ab50c81c0d6b4176695d091 : 2021.0
0x558e2f2f6e83b0d066e11242109985fb78a6c324 : 2537.75
0x8e24a90fdd37662cb62336d9e50d760418d3d395 : 5553.999999999999
0x91203d274617f4504d982b5e5bc34d1d72c8080b : 7896.0
0xc7f41ee76947061bcb11bcc4be91d21699d19c46 : 8594.1
0xc3fc7fc8959bee1352795d1cddf82e418402e454 : 12785.4307
0x48e652f03bebea09c93f9d200bff89f26eb459af : 28873.0
0x14cffd4b28aa6c807aa108e36277b6c95010deea : 123489.11
0x69701ea5fc87523ad4c324ff4e860f7c9b1dce96 : 447306.93252036854
0x1e0b36954faaf31fe32411a224577663304d242f : 2766050.001
0xe85e68d1207d9323a75d4a0fdba08d3b4fee9075 : 9319159.82287
0x9d7eeb28bf9439bc176184ec2e43d74caed3b7e6 : 99997800.0
0x0e64779930d9a5165dd712c06d11632c58ff8a4d : 5.065903904132583e+58
0x276215a33b9411f768b15fc975bbb0d460fef504 : 1.157920892373162e+59
